,Season,TeamID,Rank_WLK,Rank_DOL,Rank_COL,Rank_SAG,Rank_MOR,Rank_POM,Seed,TeamName,Wins,Losses,Win%,T_Wins
6054,2018,1168,151,130,124,171,130,153,15,CS Fullerton,18,11,62.069,0.0
6060,2018,1254,242,243,239,256,205,252,16,LIU Brooklyn,17,16,51.5152,0.0
6066,2018,1347,170,158,160,191,165,170,16,Radford,20,12,62.5,1.0
6072,2018,1242,8,9,4,6,6,9,1,Kansas,27,7,79.4118,4.0
6078,2018,1181,3,8,7,3,3,3,2,Duke,26,7,78.7879,3.0
6084,2018,1277,6,3,6,4,5,6,3,Michigan St,29,4,87.8788,1.0
6090,2018,1120,14,17,12,33,22,16,4,Auburn,25,7,78.125,1.0
6096,2018,1155,20,16,16,24,20,19,5,Clemson,23,9,71.875,2.0
6102,2018,1395,22,24,26,19,21,22,6,TCU,21,11,65.625,0.0
6108,2018,1348,33,32,24,45,35,49,7,Rhode Island,25,7,78.125,1.0
6114,2018,1371,26,27,30,26,23,26,8,Seton Hall,21,11,65.625,1.0
6120,2018,1301,41,40,48,48,51,41,9,NC State,21,11,65.625,0.0
6126,2018,1328,46,36,51,36,36,47,10,Oklahoma,18,13,58.0645,0.0
6132,2018,1113,43,60,41,49,52,45,11,Arizona St,20,11,64.5161,0.0
6138,2018,1393,50,53,44,50,44,54,11,Syracuse,20,13,60.6061,3.0
6144,2018,1308,67,42,37,67,104,55,12,New Mexico St,25,5,83.3333,0.0
6150,2018,1158,110,85,73,112,112,120,13,Col Charleston,24,7,77.4194,0.0
6156,2018,1137,94,94,100,91,64,100,14,Bucknell,25,9,73.5294,0.0
6162,2018,1233,137,141,144,126,111,134,15,Iona,20,13,60.6061,0.0
6168,2018,1335,119,97,103,118,99,127,16,Penn,23,8,74.1935,0.0
6174,2018,1438,2,1,1,2,1,1,1,Virginia,31,2,93.9394,0.0
6180,2018,1153,5,7,5,7,8,4,2,Cincinnati,30,4,88.2353,1.0
6186,2018,1397,10,11,8,17,14,11,3,Tennessee,25,8,75.7576,1.0
6192,2018,1112,19,19,11,16,15,21,4,Arizona,27,7,79.4118,0.0
6198,2018,1246,17,18,13,14,12,18,5,Kentucky,24,10,70.5882,2.0
6204,2018,1274,32,21,28,32,33,36,6,Miami FL,22,9,70.9677,0.0
6210,2018,1305,24,26,21,39,45,24,7,Nevada,27,7,79.4118,2.0
6216,2018,1166,29,31,40,21,43,27,8,Creighton,20,11,64.5161,0.0
6222,2018,1243,40,25,34,41,47,44,9,Kansas St,22,11,66.6667,3.0
6228,2018,1400,38,38,56,29,31,39,10,Texas,19,14,57.5758,0.0
6234,2018,1260,48,39,25,62,61,42,11,Loyola-Chicago,27,5,84.375,4.0
6240,2018,1172,51,80,71,53,48,43,12,Davidson,21,11,65.625,0.0
6246,2018,1138,68,72,43,73,78,76,13,Buffalo,25,8,75.7576,1.0
6252,2018,1460,134,105,108,133,145,135,14,Wright St,23,9,71.875,0.0
6258,2018,1209,116,110,123,110,108,96,15,Georgia St,22,10,68.75,0.0
6264,2018,1420,168,123,140,189,155,184,16,UMBC,21,10,67.7419,1.0
6270,2018,1462,9,4,3,12,13,14,1,Xavier,28,5,84.8485,1.0
6276,2018,1314,7,10,9,8,7,7,2,North Carolina,25,10,71.4286,1.0
6282,2018,1276,12,6,15,11,9,10,3,Michigan,27,7,79.4118,5.0
6288,2018,1211,11,12,17,10,11,8,4,Gonzaga,30,4,88.2353,2.0
6294,2018,1326,16,13,18,22,16,15,5,Ohio St,24,8,75.0,1.0
6300,2018,1222,18,22,22,20,19,17,6,Houston,26,7,78.7879,1.0
6306,2018,1401,28,28,27,27,28,30,7,Texas A&M,20,12,62.5,2.0
6312,2018,1281,47,47,38,43,38,38,8,Missouri,19,12,61.2903,0.0
6318,2018,1199,34,41,50,34,29,35,9,Florida St,20,11,64.5161,3.0
6324,2018,1344,60,37,36,55,46,64,10,Providence,21,13,61.7647,0.0
6330,2018,1361,52,69,62,52,49,50,11,San Diego St,21,10,67.7419,0.0
6336,2018,1355,70,48,49,81,117,77,12,S Dakota St,24,6,80.0,0.0
6342,2018,1422,81,78,76,103,76,82,13,UNC Greensboro,24,7,77.4194,0.0
6348,2018,1285,88,74,78,98,110,71,14,Montana,24,7,77.4194,0.0
6354,2018,1252,152,116,117,168,199,165,15,Lipscomb,20,9,68.9655,0.0
6360,2018,1300,296,293,278,295,310,309,16,NC Central,16,15,51.6129,0.0
6366,2018,1411,240,276,249,242,256,249,16,TX Southern,15,19,44.1176,1.0
6372,2019,1181,2,2,1,1,1,3,1,Duke,29,5,85.2941,3.0
6378,2019,1277,3,6,5,4,5,4,2,Michigan St,28,6,82.3529,4.0
6384,2019,1261,16,13,11,20,22,18,3,LSU,26,6,81.25,2.0
6390,2019,1439,13,15,23,12,9,11,4,Virginia Tech,24,8,75.0,2.0
6396,2019,1280,20,23,20,21,23,21,5,Mississippi St,23,10,69.697,0.0
6402,2019,1268,24,21,27,29,30,24,6,Maryland,22,10,68.75,1.0
6408,2019,1257,22,27,33,22,17,17,7,Louisville,20,13,60.6061,0.0
6414,2019,1433,36,45,30,51,41,37,8,VCU,25,7,78.125,0.0
6420,2019,1416,42,42,29,39,47,46,9,UCF,23,8,74.1935,1.0
6426,2019,1278,39,29,37,43,58,47,10,Minnesota,21,13,61.7647,1.0
6432,2019,1125,54,49,48,60,45,54,11,Belmont,25,5,83.3333,1.0
6438,2019,1396,63,50,34,68,69,76,11,Temple,23,9,71.875,0.0
6444,2019,1251,78,63,75,108,84,63,12,Liberty,25,6,80.6452,1.0
6450,2019,1387,97,88,82,100,89,104,13,St Louis,23,12,65.7143,0.0
6456,2019,1463,76,75,61,94,94,82,14,Yale,21,7,75.0,0.0
6462,2019,1133,163,152,150,157,164,165,15,Bradley,19,14,57.5758,0.0
6468,2019,1295,194,191,191,193,231,199,16,N Dakota St,16,15,51.6129,1.0
6474,2019,1300,283,289,277,296,264,303,16,NC Central,15,15,50.0,0.0
6480,2019,1211,5,7,10,5,2,2,1,Gonzaga,30,3,90.9091,3.0
6486,2019,1276,6,5,8,8,7,5,2,Michigan,28,6,82.3529,2.0
6492,2019,1403,9,11,13,9,11,9,3,Texas Tech,26,6,81.25,5.0
6498,2019,1199,12,9,12,13,12,14,4,Florida St,27,7,79.4118,2.0
6504,2019,1266,26,30,24,23,21,27,5,Marquette,24,9,72.7273,0.0
6510,2019,1138,21,17,14,26,18,22,6,Buffalo,30,3,90.9091,1.0
6516,2019,1305,27,22,22,24,24,25,7,Nevada,29,4,87.8788,0.0
6522,2019,1393,34,36,40,32,32,35,8,Syracuse,20,13,60.6061,0.0
6528,2019,1124,43,53,47,44,53,41,9,Baylor,19,13,59.375,1.0
6534,2019,1196,29,46,46,28,33,28,10,Florida,19,15,55.8824,1.0
6540,2019,1113,55,54,41,52,56,61,11,Arizona St,22,10,68.75,1.0
6546,2019,1385,67,55,49,66,80,78,11,St John's,21,12,63.6364,0.0
6552,2019,1293,53,41,44,56,36,52,12,Murray St,25,4,86.2069,1.0
6558,2019,1436,81,69,71,85,51,80,13,Vermont,26,6,81.25,0.0
6564,2019,1297,106,99,94,110,65,100,14,N Kentucky,24,8,75.0,0.0
6570,2019,1285,136,118,105,131,81,137,15,Montana,24,8,75.0,0.0
6576,2019,1192,199,215,195,217,142,208,16,F Dickinson,18,13,58.0645,1.0
6582,2019,1341,195,184,183,230,223,209,16,Prairie View,21,12,63.6364,0.0
6588,2019,1314,4,4,4,3,4,6,1,North Carolina,27,6,81.8182,2.0
6594,2019,1246,8,8,6,6,8,7,2,Kentucky,27,6,81.8182,3.0
6600,2019,1222,14,10,7,17,16,15,3,Houston,31,3,91.1765,2.0
6606,2019,1242,17,12,9,14,27,20,4,Kansas,25,9,73.5294,1.0
6612,2019,1120,11,20,17,11,6,13,5,Auburn,25,9,73.5294,4.0
6618,2019,1235,18,26,26,15,15,16,6,Iowa St,23,11,67.6471,0.0
6624,2019,1459,23,19,25,34,14,19,7,Wofford,26,4,86.6667,1.0
6630,2019,1429,38,33,32,45,38,34,8,Utah St,27,6,81.8182,0.0
6636,2019,1449,48,31,28,50,55,51,9,Washington,26,8,76.4706,1.0
6642,2019,1371,51,48,43,49,48,55,10,Seton Hall,20,13,60.6061,0.0
6648,2019,1326,45,37,52,41,42,45,11,Ohio St,19,14,57.5758,1.0
6654,2019,1308,52,38,35,55,73,49,12,New Mexico St,28,4,87.5,0.0
6660,2019,1318,82,95,73,96,77,79,13,Northeastern,23,10,69.697,0.0
6666,2019,1209,103,72,64,112,131,111,14,Georgia St,23,9,71.875,0.0
6672,2019,1101,140,124,112,162,169,145,15,Abilene Chr,23,6,79.3103,0.0
6678,2019,1233,200,222,211,188,163,197,16,Iona,17,15,53.125,0.0
6684,2019,1438,1,1,2,2,3,1,1,Virginia,29,3,90.625,6.0
6690,2019,1397,7,3,3,7,10,8,2,Tennessee,28,5,84.8485,2.0
6696,2019,1345,10,14,18,10,13,10,3,Purdue,23,9,71.875,3.0
6702,2019,1243,19,18,15,19,28,23,4,Kansas St,25,8,75.7576,0.0
6708,2019,1458,15,16,21,16,19,12,5,Wisconsin,23,10,69.697,0.0
6714,2019,1437,25,28,19,18,25,26,6,Villanova,25,9,73.5294,1.0
6720,2019,1153,28,25,16,27,20,32,7,Cincinnati,28,6,82.3529,0.0
6726,2019,1279,40,47,45,46,49,44,8,Mississippi,20,12,62.5,0.0
6732,2019,1328,32,35,31,31,40,38,9,Oklahoma,19,13,59.375,1.0
6738,2019,1234,37,24,36,42,34,36,10,Iowa,22,11,66.6667,1.0
6744,2019,1388,35,56,53,38,29,31,11,St Mary's CA,22,11,66.6667,0.0
6750,2019,1332,41,60,51,33,35,43,12,Oregon,23,12,65.7143,2.0
6756,2019,1414,77,51,50,84,63,75,13,UC Irvine,29,5,85.2941,1.0
6762,2019,1330,114,79,58,111,104,112,14,Old Dominion,26,8,76.4706,0.0
6768,2019,1159,130,123,114,137,105,129,15,Colgate,23,10,69.697,0.0
6774,2019,1205,167,137,160,178,170,167,16,Gardner Webb,20,11,64.5161,0.0
6780,2021,1276,4,4,3,4,4,2,1,Michigan,20,4,83.3333,3.0
6786,2021,1104,7,5,5,9,7,8,2,Alabama,24,6,80.0,2.0
6792,2021,1400,21,10,9,18,19,26,3,Texas,19,7,73.0769,0.0
6798,2021,1199,18,23,23,12,18,15,4,Florida St,16,6,72.7273,2.0
6804,2021,1160,11,25,26,24,15,17,5,Colorado,22,8,73.3333,1.0
6810,2021,1140,14,17,12,25,36,24,6,BYU,19,6,76.0,0.0
6816,2021,1163,17,33,34,23,22,16,7,Connecticut,15,7,68.1818,0.0
6822,2021,1261,29,27,31,28,13,29,8,LSU,18,9,66.6667,1.0
6828,2021,1382,31,30,21,40,26,25,9,St Bonaventure,16,4,80.0,0.0
6834,2021,1268,35,45,54,32,32,31,10,Maryland,15,13,53.5714,1.0
6840,2021,1277,58,36,57,38,59,56,11,Michigan St,15,12,55.5556,0.0
6846,2021,1417,33,39,39,44,49,44,11,UCLA,17,9,65.3846,5.0
6852,2021,1207,51,56,63,63,48,55,12,Georgetown,13,12,52.0,0.0
6858,2021,1422,95,98,65,86,108,100,13,UNC Greensboro,21,8,72.4138,0.0
6864,2021,1101,72,80,93,98,77,86,14,Abilene Chr,19,4,82.6087,1.0
6870,2021,1233,146,167,111,163,122,178,15,Iona,12,5,70.5882,0.0
6876,2021,1291,192,203,161,205,183,214,16,Mt St Mary's,12,10,54.5455,0.0
6882,2021,1411,200,200,138,212,181,224,16,TX Southern,15,8,65.2174,1.0
6888,2021,1234,5,6,17,5,5,5,2,Iowa,21,8,72.4138,1.0
6894,2021,1242,19,11,16,10,16,22,3,Kansas,19,8,70.3704,1.0
6900,2021,1438,24,15,20,8,24,11,4,Virginia,18,6,75.0,0.0
6906,2021,1166,16,22,32,14,28,19,5,Creighton,20,8,71.4286,2.0
6912,2021,1425,9,13,13,27,14,14,6,USC,22,7,75.8621,3.0
6918,2021,1332,27,20,18,31,29,36,7,Oregon,20,6,76.9231,1.0
6924,2021,1328,41,47,51,39,38,39,8,Oklahoma,15,10,60.0,1.0
6930,2021,1281,43,28,27,51,35,51,9,Missouri,16,9,64.0,0.0
6936,2021,1433,44,41,28,57,56,45,10,VCU,19,7,73.0769,0.0
6942,2021,1179,65,42,37,70,57,53,11,Drake,23,4,85.1852,1.0
6948,2021,1455,67,38,24,66,79,74,11,Wichita St,14,5,73.6842,0.0
6954,2021,1364,54,52,44,94,63,69,12,UC Santa Barbara,20,4,83.3333,0.0
6960,2021,1325,107,90,79,102,73,78,13,Ohio,15,7,68.1818,1.0
6966,2021,1186,94,125,125,110,106,110,14,E Washington,15,7,68.1818,0.0
6972,2021,1213,92,115,126,127,82,108,15,Grand Canyon,14,6,70.0,0.0
6978,2021,1111,190,193,157,185,198,206,16,Appalachian St,13,11,54.1667,0.0
6984,2021,1313,207,196,143,211,222,197,16,Norfolk St,14,7,66.6667,1.0
6990,2021,1228,2,3,4,3,2,3,1,Illinois,23,6,79.3103,1.0
6996,2021,1222,6,9,6,6,6,6,2,Houston,23,3,88.4615,4.0
7002,2021,1452,22,21,15,19,31,27,3,West Virginia,18,9,66.6667,1.0
7008,2021,1329,25,12,8,26,30,30,4,Oklahoma St,20,8,71.4286,1.0
7014,2021,1397,26,26,30,17,9,21,5,Tennessee,18,8,69.2308,0.0
7020,2021,1361,15,18,7,21,17,20,6,San Diego St,22,4,84.6154,0.0
7026,2021,1155,37,24,22,35,51,42,7,Clemson,16,7,69.5652,0.0
7032,2021,1260,32,31,29,37,12,9,8,Loyola-Chicago,22,4,84.6154,2.0
7038,2021,1210,36,35,33,33,27,32,9,Georgia Tech,17,8,68.0,0.0
7044,2021,1353,34,32,42,30,34,34,10,Rutgers,15,11,57.6923,1.0
7050,2021,1393,46,46,45,34,43,41,11,Syracuse,16,9,64.0,2.0
7056,2021,1333,69,66,64,82,54,85,12,Oregon St,16,12,57.1429,3.0
7062,2021,1251,109,96,96,109,135,97,13,Liberty,19,5,79.1667,0.0
7068,2021,1287,124,99,75,151,111,127,14,Morehead St,21,7,75.0,0.0
7074,2021,1156,156,119,89,169,128,150,15,Cleveland St,19,7,73.0769,0.0
7080,2021,1180,143,160,137,139,131,145,16,Drexel,12,7,63.1579,0.0
7086,2021,1124,3,2,2,2,3,4,1,Baylor,22,2,91.6667,6.0
7092,2021,1326,8,7,10,7,8,7,2,Ohio St,21,9,70.0,0.0
7098,2021,1116,13,8,11,15,10,18,3,Arkansas,22,6,78.5714,3.0
7104,2021,1345,20,14,25,16,23,13,4,Purdue,18,9,66.6667,0.0
7110,2021,1437,12,19,19,11,25,12,5,Villanova,16,6,72.7273,2.0
7116,2021,1403,28,44,41,22,21,23,6,Texas Tech,17,10,62.963,1.0
7122,2021,1196,39,37,50,36,39,37,7,Florida,14,9,60.8696,1.0
7128,2021,1314,30,34,35,20,20,28,8,North Carolina,18,10,64.2857,0.0
7134,2021,1458,23,29,47,13,11,10,9,Wisconsin,17,12,58.6207,1.0
7140,2021,1439,50,40,36,46,45,50,10,Virginia Tech,15,6,71.4286,0.0
7146,2021,1429,45,65,48,50,61,40,11,Utah St,19,8,70.3704,0.0
7152,2021,1457,83,49,52,87,50,91,12,Winthrop,23,1,95.8333,0.0
7158,2021,1317,78,88,85,84,94,71,13,North Texas,16,9,64.0,1.0
7164,2021,1159,10,16,14,67,41,84,14,Colgate,14,1,93.3333,0.0
7170,2021,1331,151,150,181,152,130,151,15,Oral Roberts,13,10,56.5217,2.0
7176,2021,1216,181,156,155,186,146,189,16,Hartford,15,8,65.2174,0.0
